movie_title,director_name,genres,imdb_score,plot_keywords
The Lion King,Roger Allers,Adventure|Animation|Drama|Family|Musical,8.5,king|prince|scar|uncle|unnecessary guilt
Journey 2: The Mysterious Island,Brad Peyton,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,5.8,gold|hurricane|island|mountain|mysterious island
Cloudy with a Chance of Meatballs 2,Cody Cameron,Animation|Comedy|Family|Fantasy|Sci-Fi,6.5,food|inventor|island|orangutan|scientist
Red Dragon,Brett Ratner,Crime|Drama|Thriller,7.2,criminal profile|fbi agent|madman|tabloid reporter|tragic villain
Hidalgo,Joe Johnston,Action|Adventure|Western,6.7,arab|cowboy|horse|race|sheik
Jack and Jill,Dennis Dugan,Comedy,3.4,advertising|advertising executive|commercial|protective male|twins
2 Fast 2 Furious,John Singleton,Action|Crime|Thriller,5.9,bust|racing|shotgun|street racing|undercover agent
The Little Prince,Mark Osborne,Adventure|Animation|Drama|Family|Fantasy,7.8,aviator|based on book|girl|little girl|the little prince
The Invasion,Oliver Hirschbiegel,Sci-Fi|Thriller,5.9,alien|epidemic|psychiatrist|space shuttle|virus
The Adventures of Rocky & Bullwinkle,Des McAnuff,Adventure|Animation|Comedy|Family|Fantasy,4.1,deforestation|fbi|lighthouse|moose|squirrel
The Secret Life of Pets,Yarrow Cheney,Animation|Comedy|Family,6.8,animal control|lost animal|mongrel|pet|terrier
The League of Extraordinary Gentlemen,Stephen Norrington,Action|Adventure|Fantasy|Sci-Fi,5.8,box office flop|captain nemo|dorian gray|invisible man|steampunk
Despicable Me 2,Pierre Coffin,Animation|Comedy|Family|Sci-Fi,7.5,dating|minion|overprotective father|undercover spy|woman agent
Independence Day,Roland Emmerich,Action|Adventure|Sci-Fi,6.9,alien|area 51|military|spacecraft|spaceship
The Lost World: Jurassic Park,Steven Spielberg,Action|Adventure|Sci-Fi,6.5,capture|dinosaur|island|jurassic|jurassic park
Madagascar,Eric Darnell,Adventure|Animation|Comedy|Family,6.9,escape|jungle|lemur|madagascar|zoo
Children of Men,Alfonso Cuarón,Drama|Sci-Fi|Thriller,7.9,chaos|england|long take|survival|violence
X-Men,Bryan Singer,Action|Adventure|Sci-Fi,7.4,first part|mutant|professor|superhero|superhero team
Wanted,Timur Bekmambetov,Action|Crime|Fantasy|Thriller,6.7,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead
The Rock,Michael Bay,Action|Adventure|Thriller,7.4,alcatraz|fbi|general|hostage|rocket
Ice Age: The Meltdown,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family|Fantasy,6.9,flood|mammoth|no opening credits|squirrel|valley
50 First Dates,Peter Segal,Comedy|Romance,6.8,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian
Hairspray,Adam Shankman,Comedy|Drama|Family|Music|Musical|Romance,6.7,audition|best friend|dance|friend|tv dance show
Exorcist: The Beginning,Renny Harlin,Horror|Mystery|Thriller,5.1,archeologist|church|excavation|faith|relic
Inspector Gadget,David Kellogg,Action|Adventure|Comedy|Family|Sci-Fi,4.1,actor playing multiple roles|claw|gadget|inspector|police
Now You See Me,Louis Leterrier,Crime|Mystery|Thriller,7.3,bank|fbi|heist|interpol|magician
Grown Ups,Dennis Dugan,Comedy,6.0,basketball|coach|daughter|high school|high school basketball
The Terminal,Steven Spielberg,Comedy|Drama,7.3,airport|construction site|fish out of water|flight attendant|man without a country
Constantine,Unknown,Drama|Fantasy|Horror|Thriller,7.5,based on comic|based on comic book|dc arrowverse|dc comics|supernatural
Hotel for Dogs,Thor Freudenthal,Comedy|Family,5.4,abandoned hotel|dog|foster home|overalls|playing with a dog
Vertical Limit,Martin Campbell,Action|Adventure|Drama|Thriller,5.9,death|die hard scenario|k2|rescue|urination
Charlie Wilson's War,Mike Nichols,Biography|Comedy|Drama|History,7.1,afghanistan|arms dealer|based on true story|cia|texas
Shark Tale,Bibo Bergeron,Adventure|Animation|Comedy|Family,6.0,anchor|fish|mobster|shark|vegetarian
Dreamgirls,Bill Condon,Drama|Music|Musical,6.5,1960s|fire|pop chart|singer|trio
Life,Unknown,Crime|Drama|Mystery,8.3,cop|murder|partner|police|protective male
Be Cool,F. Gary Gray,Comedy|Crime|Music,5.7,concert|mobster|russian|sequel|widow
Munich,Steven Spielberg,Drama|History|Thriller,7.6,arab|black september|israel|jew|munich olympics
Tears of the Sun,Antoine Fuqua,Action|Drama|Thriller|War,6.6,dictator|doctor|jungle|rebel|refugee
Killers,Robert Luketic,Action|Comedy|Romance|Thriller,5.4,hired killer|marriage|neighbor|on the run|store clerk
The Man from U.N.C.L.E.,Guy Ritchie,Action|Adventure|Comedy,7.3,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb
Spanglish,James L. Brooks,Comedy|Drama|Romance,6.5,chef|college|housekeeper|letter|mexico
Monster House,Gil Kenan,Animation|Comedy|Family|Fantasy|Mystery,6.6,babysitter|halloween|house|neighbor|suburb
Bandits,Barry Levinson,Comedy|Crime|Drama|Romance,6.6,bank manager|hypochondriac|love triangle|prison|television
First Knight,Jerry Zucker,Action|Adventure|Romance|Thriller,5.9,battle|king|king arthur|knight|marriage
Anna and the King,Andy Tennant,Drama|History|Romance,6.7,1860s|children|king|schoolteacher|siam
Immortals,Tarsem Singh,Action|Drama|Fantasy|Romance,6.1,burned alive|castration|olympus|torture|torture device
Hostage,Florent-Emilio Siri,Action|Crime|Drama|Mystery|Thriller,6.6,california|hostage|hostage negotiator|organized crime|police
Titan A.E.,Don Bluth,Action|Adventure|Animation|Family|Sci-Fi,6.6,alien|captain|escape|pilot|scientist
Hollywood Homicide,Ron Shelton,Action|Comedy|Crime|Thriller,5.3,audition|kissing while having sex|machismo|murder|sex
Soldier,Paul W.S. Anderson,Action|Drama|Sci-Fi,6.0,crash survivor|planet|sergeant|soldier|survivor
Carriers,David Pastor,Drama|Horror|Sci-Fi|Thriller,6.0,beach|disease|latex gloves|pandemic|virus
Monkeybone,Henry Selick,Animation|Comedy|Fantasy,4.7,carnival|coma|death|monkey|nightmare
Flight of the Phoenix,John Moore,Action|Adventure|Drama|Thriller,6.1,captain|desert|rescue|stranded|survivor
Unbreakable,M. Night Shyamalan,Drama|Mystery|Sci-Fi|Thriller,7.2,child with gun|comic book|invulnerability|superhero|train crash
Minions,Kyle Balda,Action|Animation|Comedy|Family|Sci-Fi,6.4,antarctica|minion|queen|super villain|villain
Sucker Punch,Zack Snyder,Action|Fantasy,6.1,alternate reality|escape|girl gang|prostitution|samurai
Snake Eyes,Brian De Palma,Crime|Mystery|Thriller,5.9,assassination|boxing|casino|conspiracy|long take
Sphere,Barry Levinson,Drama|Mystery|Sci-Fi|Thriller,6.0,manifestation|ocean|spacecraft|spaceship|sphere
The Angry Birds Movie,Clay Kaytis,Action|Animation|Comedy|Family,6.3,butt|downward duck|fish|kingfisher|pig
Fool's Gold,Andy Tennant,Action|Adventure|Comedy|Romance|Thriller,5.6,debt|rapper|treasure|treasure hunter|yacht
Funny People,Judd Apatow,Comedy|Drama,6.4,breasts|comedian|craigslist|infidelity|stand up comedian
The Kingdom,Peter Berg,Action|Drama|Thriller,7.1,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch
Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,Action|Comedy|Sport,6.6,car racing|french|friend|nascar|racing
Dr. Dolittle 2,Steve Carr,Comedy|Family|Fantasy,4.6,bear|doctor|false accusation|man with glasses|second part
Braveheart,Mel Gibson,Biography|Drama|History|War,8.4,14th century|legend|revolt|scotland|tyranny
Jarhead,Sam Mendes,Action|Drama|War,7.1,american abroad|gulf war|u.s. military|u.s. soldier|usmc
The Simpsons Movie,David Silverman,Adventure|Animation|Comedy,7.4,alaska|dome|lake|pig|the simpsons
The Majestic,Frank Darabont,Drama|Romance,6.9,amnesia|california|communist|small town|writer
Driven,Renny Harlin,Action|Drama|Sport,4.5,car race|german|race car|race car driver|rookie
Two Brothers,Jean-Jacques Annaud,Adventure|Drama|Family,7.1,circus|death of protagonist|jungle|killing an animal|tiger
The Village,M. Night Shyamalan,Drama|Mystery|Romance|Thriller,6.5,creature|pact|plot twist|village|woods
Doctor Dolittle,Betty Thomas,Comedy|Family|Fantasy,5.3,box office hit|doctor|dog|first part|tiger
Signs,M. Night Shyamalan,Drama|Sci-Fi|Thriller,6.7,crop circle|faith|farm|glass of water|loss of faith
Shrek 2,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy|Romance,7.2,drag queen|physical appearance|princess|queen|sequel
Cars,John Lasseter,Adventure|Animation|Comedy|Family|Sport,7.2,car|desert|route 66|tow truck|truck
Runaway Bride,Garry Marshall,Comedy|Romance,5.5,bride|columnist|journalist|maryland|wedding
xXx,Rob Cohen,Action|Adventure|Thriller,5.8,agent|nsa|nsa agent|prague|russian
The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Adventure|Animation|Comedy|Family|Fantasy,6.0,book|magic|pirate|plankton|time machine
Ransom,Ron Howard,Crime|Thriller,6.6,bounty|fbi|millionaire|money|ransom
Inglourious Basterds,Quentin Tarantino,Adventure|Drama|War,8.3,france|german|nazis|revenge|scalping
Hook,Steven Spielberg,Adventure|Comedy|Family|Fantasy,6.7,1990s|caught in a net|children|duel|hero
Hercules,Brett Ratner,Action|Adventure,6.0,army|greek mythology|hercules|king|mercenary
Die Hard 2,Renny Harlin,Action|Thriller,7.1,airport|fuel|plane|police|terrorist
S.W.A.T.,Clark Johnson,Action|Adventure|Crime|Thriller,6.0,hostage|police|prison|swat team|training
Sleepy Hollow,Unknown,Adventure|Drama|Fantasy|Mystery|Thriller,7.5,apocalypse|death|husband wife relationship|mother son relationship|murder
Vanilla Sky,Cameron Crowe,Fantasy|Mystery|Romance|Sci-Fi|Thriller,6.9,death|dream|love|lynchian|reality
Lady in the Water,M. Night Shyamalan,Drama|Fantasy|Mystery|Thriller,5.6,apartment|bedtime story|eagle|stuttering|swimming pool
AVP: Alien vs. Predator,Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,5.6,alien|antarctica|predator|pyramid|satellite
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,Animation|Comedy|Family|Fantasy|Music,4.5,adidas|chipmunk|hospital|school|waste container
We Were Soldiers,Randall Wallace,Action|Drama|History|War,7.1,air cavalry|battle|major|soldier|vietnamese
Olympus Has Fallen,Antoine Fuqua,Action|Thriller,6.5,political thriller|politics|president|speaker of the house|u.s. president
Star Trek: Insurrection,Jonathan Frakes,Action|Adventure|Sci-Fi|Thriller,6.4,alien|captain|commander|conspiracy|planet
Battle Los Angeles,Jonathan Liebesman,Action|Sci-Fi,5.8,alien|extraterrestrial|invasion|marine|mission
Big Fish,Tim Burton,Adventure|Drama|Fantasy,8.0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman
Wolf,Mike Nichols,Drama|Horror|Romance|Thriller,6.2,blood|publisher|publishing house|werewolf|wolf
War Horse,Steven Spielberg,Drama|War,7.2,barbed wire|british|cavalry|horse|world war one
The Monuments Men,George Clooney,Drama|War,6.1,art|art expert|nazi stolen art|soldier|world war two
The Abyss,James Cameron,Adventure|Drama|Sci-Fi|Thriller,7.6,alien|estranged couple|ocean|submarine|underwater
Wall Street: Money Never Sleeps,Oliver Stone,Drama,6.3,corporate greed|crisis|economy|greed|mentor
Dracula Untold,Gary Shore,Action|Drama|Fantasy|Horror|War,6.3,death of wife|dracula|tarantula|turk|vampire
The Siege,Edward Zwick,Action|Thriller,6.3,abduction|martial law|military|new york city|terrorist
Stardust,Matthew Vaughn,Adventure|Family|Fantasy|Romance,7.7,king|magic|one word title|pirate|village
Seven Years in Tibet,Jean-Jacques Annaud,Adventure|Biography|Drama|History|War,7.0,austria|dalai lama|himalaya|mountain|tibet
The Dilemma,Ron Howard,Comedy|Drama,5.3,best friend|friend|investigation|secret|two word title
Bad Company,Joel Schumacher,Action|Adventure|Comedy|Thriller,5.6,cia|cia agent|terrorist|twin|twin brother
Doom,Andrzej Bartkowiak,Action|Adventure|Horror|Sci-Fi,5.2,commando unit|extra chromosome|first person shooter|special forces|teleportation
I Spy,Betty Thomas,Action|Adventure|Comedy|Thriller,5.4,boxer|espionage|spy|stealth|top secret
Underworld: Awakening,Måns Mårlind,Action|Fantasy|Horror,6.4,battle|cryogenics|detective|scientist|vampire
Rock of Ages,Adam Shankman,Comedy|Drama|Musical|Romance,5.9,concert|love|music industry|panties|pole dancer
Hart's War,Gregory Hoblit,Drama|War,6.3,colonel|honor|lieutenant|pilot|racism
Killer Elite,Gary McKendry,Action|Crime|Thriller,6.5,australia|death|mentor|revenge|secret society
Rollerball,John McTiernan,Action|Sci-Fi|Sport,3.0,ball|blood|skating|song|year 2005
Ballistic: Ecks vs. Sever,Wych Kaosayananda,Action|Crime|Sci-Fi|Thriller,3.6,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi
Hard Rain,Mikael Salomon,Action|Crime|Drama|Thriller,5.8,dam|flood|money|police|sheriff
Osmosis Jones,Bobby Farrelly,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,6.2,blood|body|egg|virus|white blood cell
Legends of Oz: Dorothy's Return,Will Finn,Adventure|Animation|Family|Fantasy|Musical,5.6,jester|kansas|oz|princess|tornado
Blackhat,Michael Mann,Action|Crime|Drama|Mystery|Thriller,5.4,chinese|computer|cybercrime|hacker|one word title
Sky Captain and the World of Tomorrow,Kerry Conran,Action|Adventure|Mystery|Sci-Fi|Thriller,6.1,captain|pilot|reporter|robot|scientist
Basic Instinct 2,Michael Caton-Jones,Crime|Mystery|Thriller,4.2,drugs|murder|psychiatrist|scotland yard|sex
Escape Plan,Mikael Håfström,Action|Crime|Mystery|Sci-Fi|Thriller,6.7,cia agent|escape|muslim|prison|ship
The Legend of Hercules,Renny Harlin,Action|Adventure|Fantasy,4.2,ancient greece|forbidden love|hercules|king|slavery
The Sum of All Fears,Phil Alden Robinson,Action|Drama|Thriller,6.4,analyst|cia|nuclear bomb|nuclear weapons|russia
The Twilight Saga: Eclipse,David Slade,Adventure|Drama|Fantasy|Romance,4.9,friendship|graduation|revenge|vampire|werewolf
The Score,Frank Oz,Crime|Drama|Thriller,6.8,partner|running|scepter|surveillance|thief
Despicable Me,Pierre Coffin,Animation|Comedy|Family,7.7,girl|minion|moon|pyramid|white picket fence
Money Train,Joseph Ruben,Action|Comedy|Crime|Drama|Thriller,5.6,bare breasts|breast|loan shark|subway|train
Ted 2,Seth MacFarlane,Comedy,6.4,baby|f word|fight|lawyer|marriage
Agora,Alejandro Amenábar,Adventure|Drama|History|Romance,7.2,christian|love|philosophy|prefect|slave
Mystery Men,Kinka Usher,Action|Comedy|Fantasy|Sci-Fi,6.0,bowling|rajah|sphinx|spleen|superhero
Hall Pass,Bobby Farrelly,Comedy|Romance,5.9,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage
The Insider,Michael Mann,Biography|Drama|Thriller,7.9,cbs|cbs news|research|tobacco|whistleblower
The Finest Hours,Craig Gillespie,Action|Drama|History|Thriller,6.8,1950s|coast guard|oil tanker|sinking ship|survival
Body of Lies,Ridley Scott,Action|Drama|Thriller,7.1,cia|jordan|middle east|spy|terrorist
Dinner for Schmucks,Jay Roach,Comedy,5.9,dinner|diorama|idiot|irs|mouse
Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,Action|Fantasy|Horror,5.9,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter
Entrapment,Jon Amiel,Action|Crime|Romance|Thriller,6.2,art thief|insurance|mask|master thief|reference to iron maiden
Last Man Standing,Unknown,Comedy,7.4,family relationships|husband wife relationship|live studio audience|sitcom|three word title
The X Files,Rob Bowman,Drama|Mystery|Sci-Fi|Thriller,7.0,agent|alien|bomb|fbi|government
The Last Legion,Doug Lefler,Action|Adventure|Fantasy|War,5.4,5th century|boy|capri|roman legion|soldier
Saving Private Ryan,Steven Spielberg,Action|Drama|War,8.6,army|invasion|killed in action|normandy|soldier
Need for Speed,Scott Waugh,Action|Crime|Drama|Thriller,6.5,cross country|custom car|illegal street racing|police officer crushed|street racing
What Women Want,Nancy Meyers,Comedy|Fantasy|Romance,6.4,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy
Ice Age,Chris Wedge,Adventure|Animation|Comedy|Family,7.6,baby|ice|ice age|sleeping|sloth
Dreamcatcher,Lawrence Kasdan,Drama|Horror|Sci-Fi|Thriller,5.5,alien|friend|maine|military|woods
Lincoln,Steven Spielberg,Biography|Drama|History|War,7.4,cultural conflict|politics|president|slavery|u.s. president
The Matrix,Lana Wachowski,Action|Sci-Fi,8.7,artificial reality|computer|matrix|questioning reality|simulated reality
Apollo 13,Ron Howard,Adventure|Drama|History,7.6,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space
Total Recall,Paul Verhoeven,Action|Sci-Fi,7.5,ambiguous ending|false memory|implanted memory|memory|space colony
The Santa Clause 2,Michael Lembeck,Comedy|Family|Fantasy,5.5,christmas|magic|santa claus|son|toy
Les Misérables,Tom Hooper,Drama|Musical|Romance,7.6,barricade|innkeeper|parole|rebellion|student
You've Got Mail,Nora Ephron,Comedy|Drama|Romance,6.5,bookstore|competing businesses|instant messaging|new york city|shop owner
Step Brothers,Adam McKay,Comedy,6.9,dream|friendship|karaoke|love|slacker
The Mask of Zorro,Martin Campbell,Action|Adventure|Comedy|Romance|Thriller|Western,6.7,19th century|california|revenge|training|zorro
Due Date,Todd Phillips,Comedy|Drama,6.6,actor|aspiring actor|birth|misadventure|suitcase
Unbroken,Angelina Jolie Pitt,Biography|Drama|Sport|War,7.2,emaciation|male nudity|plane crash|prisoner of war|torture
Space Cowboys,Clint Eastwood,Action|Adventure|Thriller,6.4,nasa|old age|satellite|space|space shuttle
Cliffhanger,Renny Harlin,Action|Adventure|Thriller,6.4,money|mountain|rocky mountains|snow|suitcase
Broken Arrow,John Woo,Action|Crime|Thriller,6.0,captain|desert|major|park ranger|utah
The Kid,Jon Turteltaub,Comedy|Family|Fantasy,6.1,altering history|cartoon on tv|childhood|image consultant|one two combo
World Trade Center,Oliver Stone,Drama|History|Thriller,6.0,based on true story|police|rescue|rubble|trapped
Mona Lisa Smile,Mike Newell,Drama,6.4,art|college|school|student|wellesley college
The Dictator,Larry Charles,Comedy|Romance,6.4,dictator|hotel|oil|overalls|sunglasses
Eyes Wide Shut,Stanley Kubrick,Drama|Mystery|Thriller,7.3,doctor|orgy|party|pianist|sexual fantasy
Annie,Will Gluck,Comedy|Drama|Family|Musical,5.2,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek
Focus,Glenn Ficarra,Comedy|Crime|Drama|Romance,6.6,con artist|con man|deception|rivalry|seduction
This Means War,McG,Action|Comedy|Romance,6.3,best friend|cia|cia agent|dating|undercover
Blade: Trinity,David S. Goyer,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,5.9,blade|blood|dracula|vampire hunter|vampire slayer
Red Dawn,John Milius,Action|Drama|War,6.4,guerrilla|high school|invasion|soviet|wolverine
Primary Colors,Mike Nichols,Comedy|Drama,6.7,campaigning|candidate|election|governor|president
Resident Evil: Retribution,Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,5.4,corporation|fight|rescue|umbrella|zombie
Death Race,Paul W.S. Anderson,Action|Sci-Fi|Thriller,6.4,armored car|car|murder|prison|warden
The Long Kiss Goodnight,Renny Harlin,Action|Crime|Drama|Mystery|Thriller,6.7,amnesia|chase|foot chase|strong female character|vomiting
Proof of Life,Taylor Hackford,Action|Drama|Thriller,6.2,jungle|pipeline|prisoner|ransom|south america
Zathura: A Space Adventure,Jon Favreau,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,6.1,2000s|coke|meeting future self|reference to spongebob squarepants|sony
Fight Club,David Fincher,Drama,8.8,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending
We Are Marshall,McG,Drama|Sport,7.1,coach|football|football team|marshall university|university
The Missing,Unknown,Crime|Drama|Mystery,8.1,france|journalist|limp|police detective|reporter
Hudson Hawk,Michael Lehmann,Action|Adventure|Comedy,5.7,blackmail|burglar|critically bashed|leonardo da vinci|prison
Lucky Numbers,Nora Ephron,Comedy|Crime,5.0,celebrity|lottery|murder|snowmobile|weatherman
"I, Frankenstein",Stuart Beattie,Action|Fantasy|Sci-Fi|Thriller,5.1,army|creature|demon|frankenstein|gargoyle
Oliver Twist,Roman Polanski,Crime|Drama,6.9,boy|character name in title|orphan|pickpocket|workhouse
Elektra,Rob Bowman,Action|Crime|Fantasy|Thriller,4.8,assassin|battle|heroine|martial arts|spin off
Sin City: A Dame to Kill For,Frank Miller,Action|Crime|Thriller,6.5,box office flop|female frontal nudity|female rear nudity|jackpot|rescue
Random Hearts,Sydney Pollack,Drama|Mystery|Romance,5.1,death|plane crash|police|police sergeant|politician
Everest,Baltasar Kormákur,Adventure|Biography|Drama|History|Sport|Thriller,7.1,blizzard|mount everest|mountain|mountain climbing|snow
Perfume: The Story of a Murderer,Tom Tykwer,Crime|Drama|Fantasy,7.5,18th century|perfume|scent|sense of smell|smell
Austin Powers in Goldmember,Jay Roach,Action|Comedy|Crime,6.2,fem bot|prison|seductive fembot|spy|time travel
Astro Boy,David Bowers,Action|Animation|Comedy|Family|Sci-Fi,6.3,betrayal|futuristic|gladiator|robot|scientist
Jurassic Park,Steven Spielberg,Adventure|Sci-Fi|Thriller,8.1,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex
Wyatt Earp,Lawrence Kasdan,Adventure|Biography|Crime|Drama|Western,6.6,historically inaccurate|name calling|penis slur|vomiting|wyatt earp
Clear and Present Danger,Phillip Noyce,Action|Crime|Drama|Thriller,6.9,cia|colombia|colombian drug cartel|drugs|president
Dragon Blade,Daniel Lee,Action|Adventure|Drama|History,6.1,child fugitive|final battle|martial art|silk road|sword
Littleman,Keenen Ivory Wayans,Comedy|Crime,4.3,diamond|infant|parody|spoof|sports violence
U-571,Jonathan Mostow,Action|War,6.6,battle|historically inaccurate|submarine movie|u boat|world war two
The American President,Rob Reiner,Comedy|Drama|Romance,6.8,lobbyist|president|senator|state dinner|widower
The Love Guru,Marco Schnabel,Comedy|Romance|Sport,3.8,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs
3000 Miles to Graceland,Demian Lichtenstein,Action|Comedy|Crime|Thriller,5.9,casino|elvis impersonator|gun|heist|rascal
The Hateful Eight,Quentin Tarantino,Crime|Drama|Mystery|Thriller|Western,7.9,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch
Blades of Glory,Josh Gordon,Comedy|Sport,6.3,competition|fight|ice|jock strap|nintendo game boy advance
Hop,Tim Hill,Adventure|Animation|Comedy|Family|Fantasy,5.5,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker
300,Zack Snyder,Action|Drama|Fantasy|War,7.7,battle|epic|greece|spartan|warrior
Meet the Fockers,Jay Roach,Comedy|Romance,6.3,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title
Marley & Me,David Frankel,Comedy|Drama|Family,7.1,box office hit|dog|dog movie|florida|pet name in title
The Green Mile,Frank Darabont,Crime|Drama|Fantasy|Mystery,8.5,1930s|death row inmate|healing|prison guard|southern u.s.
Wild Hogs,Walt Becker,Action|Adventure|Comedy,5.9,biker gang|friend|motorcycle|new mexico|road trip
Chicken Little,Mark Dindal,Adventure|Animation|Comedy|Family|Sci-Fi,5.8,alien invasion|chicken|fish|friend|panic
Gone Girl,David Fincher,Crime|Drama|Mystery|Thriller,8.1,based on novel|disappearance|missing person|missing wife|murder suspect
The Bourne Identity,Doug Liman,Action|Mystery|Thriller,7.9,amnesia|assassin|money|political thriller|three word title
GoldenEye,Martin Campbell,Action|Adventure|Thriller,7.2,agent|cossack|official james bond series|russia|russian
The General's Daughter,Simon West,Drama|Mystery|Thriller,6.3,army cid|cover up|military|murder|woman in military
The Truman Show,Peter Weir,Comedy|Drama|Sci-Fi,8.1,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality
The Prince of Egypt,Brenda Chapman,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,7.0,ancient egypt|hebrew|nudity|pharaoh|title directed by female
Daddy Day Care,Steve Carr,Comedy|Family,5.5,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers
2 Guns,Baltasar Kormákur,Action|Comedy|Crime|Drama|Thriller,6.7,close up of breasts|female nudity|fugitive|money|undercover
Cats & Dogs,Lawrence Guterman,Action|Comedy|Family|Fantasy,5.2,cartoon on tv|cat|dog|scientist|secret agent
The Italian Job,F. Gary Gray,Action|Crime|Thriller,7.0,gold|heist|revenge|traffic jam|venice italy
Two Weeks Notice,Marc Lawrence,Comedy|Romance,6.1,developer|divorce|lawyer|love|new york city
Antz,Eric Darnell,Adventure|Animation|Comedy|Family,6.6,ant|friend|princess|soldier|worker
Couples Retreat,Peter Billingsley,Comedy,5.5,couple|island|marriage|tropical|voyeurism
Days of Thunder,Tony Scott,Action|Drama|Sport,5.9,driver|hot shot|racing|stock car driver|team
Cheaper by the Dozen 2,Adam Shankman,Adventure|Comedy|Family,5.4,children|competition|rival|second part|vacation
The Scorch Trials,Wes Ball,Action|Sci-Fi|Thriller,6.4,desert|disease|escape|resistance|virus
Eat Pray Love,Ryan Murphy,Drama|Romance,5.7,divorce|emotional balance|female protagonist|indonesia|inner peace
The Family Man,Brett Ratner,Comedy|Drama|Fantasy|Romance,6.7,bowling|christmas|parallel universe|salesman|unfaithfulness
RED,Robert Schwentke,Action|Comedy|Crime|Thriller,7.1,cia|female assassin|interrogation|office cubicle|spy
Any Given Sunday,Oliver Stone,Drama|Sport,6.8,breasts|coach|football|in medias res|vomiting
The Horse Whisperer,Robert Redford,Drama|Romance|Western,6.5,grace|groom|horse|montana|western u.s.
Collateral,Michael Mann,Crime|Drama|Thriller,7.6,city by night|contract killer|driving at night|los angeles california|taxi
The Scorpion King,Chuck Russell,Action|Adventure|Fantasy|Thriller,5.5,desert|king|showdown|sorceress|warrior
Ladder 49,Jay Russell,Action|Drama|Thriller,6.5,death of husband|fire|firefighter|funeral|main character dies
Jack Reacher,Christopher McQuarrie,Action|Crime|Mystery|Thriller,7.0,coma|mysterious villain|police chase|shooting range|sniper
Deep Blue Sea,Renny Harlin,Action|Sci-Fi|Thriller,5.8,alzheimer's disease|experiment|human versus shark|research|underwater headquarters
This Is It,Kenny Ortega,Documentary|Music,7.3,2000s|box office hit|comeback|rehearsal|year 2009
Contagion,Steven Soderbergh,Drama|Thriller,6.6,contagion|cure|infection|panic|virus
Kangaroo Jack,David McNally,Action|Adventure|Comedy|Crime,4.4,australia|body paint|kangaroo|mob|money
Coraline,Henry Selick,Animation|Family|Fantasy,7.7,dream|new home|parallel worlds|scissors|secret door
The Happening,M. Night Shyamalan,Sci-Fi|Thriller,5.0,bee|nature|park|school|teacher
Man on Fire,Tony Scott,Action|Crime|Drama|Thriller,7.7,bodyguard|journalist|kidnapping|mexico|police corruption
The Shaggy Dog,Brian Robbins,Comedy|Family|Fantasy,4.4,animal as human|dog movie|elevator|human becoming an animal|sheepdog
Starsky & Hutch,Todd Phillips,Comedy|Crime,6.1,cocaine|cop|criminal|partner|police
Jingle All the Way,Brian Levant,Comedy|Family,5.4,action figure|christmas|hero|karate|toy
Hellboy,Guillermo del Toro,Action|Fantasy|Horror|Sci-Fi,6.8,assassin|demon|hero|nazi|superhero
A Civil Action,Steven Zaillian,Drama,6.5,1980s|law firm|lawsuit|lawyer|toxic waste
ParaNorman,Chris Butler,Adventure|Animation|Comedy|Family|Fantasy,7.0,curse|ghost|outcast|witch|zombie
The Jackal,Michael Caton-Jones,Action|Adventure|Crime|Thriller,6.3,assassin|fbi|ira|jackal|russian
Paycheck,John Woo,Action|Mystery|Sci-Fi|Thriller,6.3,anti hero|babe scientist|engineer|memory|money
